TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-07-17T10:30:00,213300,4932,123022,51.134,16.8842
04,kujawsko-pomorskie,2021-07-17T10:30:00,180683,4787,89095,53.1648,18.4834
06,lubelskie,2021-07-17T10:30:00,126972,4475,58993,51.2494,23.1011
08,lubuskie,2021-07-17T10:30:00,74043,2051,42245,52.2275,15.2559
10,łódzkie,2021-07-17T10:30:00,180200,5127,92763,51.4635,19.1727
12,małopolskie,2021-07-17T10:30:00,222735,5863,112616,49.7225,20.2503
14,mazowieckie,2021-07-17T10:30:00,396789,9453,235757,51.8927,21.0022
16,opolskie,2021-07-17T10:30:00,69981,2053,32334,50.8004,17.938
18,podkarpackie,2021-07-17T10:30:00,126590,4458,64866,50.0575,22.0896
20,podlaskie,2021-07-17T10:30:00,69975,2145,33991,53.0697,22.9675
22,pomorskie,2021-07-17T10:30:00,192394,4486,104750,54.2944,18.1531
24,śląskie,2021-07-17T10:30:00,362571,9421,203796,50.5717,19.322
26,świętokrzyskie,2021-07-17T10:30:00,73071,2573,37365,50.6261,20.9406
28,warmińsko-mazurskie,2021-07-17T10:30:00,121946,3011,63776,53.8671,20.7028
30,wielkopolskie,2021-07-17T10:30:00,285768,7373,147916,52.28,17.3523
32,zachodniopomorskie,2021-07-17T10:30:00,129949,2931,62422,53.4658,15.1823
,nieokreślono,2021-07-17T10:30:00,54388,73,1147244,52.0693,19.4803
